Design_id|Locarno_class
660394|14-03
660395|14-03
660396|14-99
660397|14-03
660398|14-03
660399|14-03
660400|14-03
660401|14-99
660402|14-99
660403|04-02
660404|04-02
660406|04-02
660407|04-02
660408|04-02
660409|04-02
660412|02-04
660413|02-04
660414|26-04
660415|26-04
660416|26-04
660417|21-01
660418|21-01
660419|21-01
660420|21-01
660424|24-02
660486|07-02
660491|02-03
660494|12-08
660495|23-01
660496|04-02
660574|14-04
660575|14-04
660583|10-05
660584|10-05
660585|10-05
660586|10-05
660587|10-05
660588|10-05
660589|10-05
660590|10-05
660596|03-01
660597|03-01
660598|03-01
660599|03-01
660600|13-02
660601|31-00
660602|31-00
660603|14-02
660604|14-02
660605|14-02
660606|14-02
660607|14-02
660608|14-02
660609|14-02
660610|14-99
660611|14-99
660612|14-99
660613|14-99
660614|14-99
660615|14-99
660616|14-99
660617|14-99
660618|14-99
660619|14-99
660620|14-02
660621|14-02
660647|14-02
660648|14-02
660649|14-02
660650|14-02
660651|14-02
660851|03-01
660852|03-01
660867|28-01
660868|28-01
660869|28-01
660900|12-05
660901|12-05
660902|12-05
660903|13-02
660903|13-03
660904|27-99
660905|27-99
660906|27-99
660907|27-99
660908|27-99
660909|27-99
660910|27-99
660911|27-99
660912|27-99
660913|27-99
660914|27-99
660915|27-99
660917|08-08
660918|08-08
660923|26-04
660924|26-05
661017|15-99
661018|15-99
661019|15-99
661020|15-99
661021|15-99
661022|15-99
661023|15-99
661024|15-99
661025|15-99
661026|15-99
661038|21-01
661039|21-01
661040|21-01
661046|24-99
661047|24-99
661056|14-04
661057|14-04
661058|14-04
661059|14-04
661060|24-04
661061|24-04
661072|24-99
661073|24-99
661074|14-01
661096|14-02
661097|14-02
661098|02-03
661103|15-07
661104|15-07
661105|15-07
661106|15-07
661107|15-07
661108|15-07
661109|15-07
661110|15-07
661111|15-07
661112|15-07
661113|15-07
661114|15-07
661115|15-07
661116|15-07
661117|15-07
661118|15-07
661119|15-07
661120|15-07
661121|15-07
661122|15-07
661123|15-07
661124|15-07
661125|15-07
661126|15-07
661127|15-07
661128|15-07
661129|15-07
661130|15-07
661154|04-02
661157|14-04
661158|14-04
661159|14-04
661160|14-04
661161|14-04
661162|14-04
661163|14-04
661164|14-04
661165|14-04
661166|14-04
661167|14-04
661168|14-04
661169|14-04
661170|14-04
661196|13-03
661203|12-08
661204|12-08
661205|12-16
661206|12-16
661214|10-07
661215|14-04
661217|24-04
661218|24-04
661219|24-04
661220|24-04
661221|24-04
661222|24-04
661223|24-04
661224|24-04
661225|24-04
661244|14-02
661245|14-02
661246|14-02
661247|14-02
661248|14-02
661249|14-02
661250|14-02
661251|14-02
661252|16-01
661253|16-01
661256|13-03
661257|13-03
661258|13-03
661259|13-03
661260|13-03
661261|13-03
661262|08-03
661277|09-03
661278|12-08
661285|28-03
661286|28-03
661287|28-03
661288|28-03
661313|03-01
661339|08-03
661347|10-04
661406|09-07
661414|32-00
661415|32-00
661416|32-00
661417|14-04
661424|09-07
661425|08-05
661438|09-07
661439|09-07
661440|26-04
661441|24-01
661442|24-01
661443|09-03
661444|08-03
661482|19-02
661483|12-09
661484|31-00
661519|27-99
661520|27-99
661521|27-99
661522|27-99
661523|27-99
661524|27-99
661536|12-16
661537|28-03
661538|28-03
661539|28-03
661540|28-03
661541|28-03
661549|03-01
661557|26-05
661558|26-05
661568|24-02
661580|13-02
661581|13-02
661582|13-02
661583|13-02
661584|13-02
661585|13-02
661586|13-02
661590|09-07
661591|09-07
661592|15-01
661593|08-01
661594|08-01
661596|15-99
661597|14-04
661600|08-05
661601|08-05
661604|14-04
661616|14-04
661617|14-04
661632|14-04
661644|14-04
661645|14-04
661646|14-04
661647|14-04
661648|14-04
661649|14-04
661650|14-04
661651|14-04
661652|14-04
661653|14-04
661654|14-04
661655|14-04
661656|14-04
661657|14-04
661658|14-04
661659|14-04
661660|14-04
661661|14-04
661662|14-04
661663|14-04
661664|14-04
661665|14-04
661666|14-04
661667|14-04
661668|14-04
661669|14-04
661670|14-04
661671|14-04
661672|14-04
661673|14-04
661674|14-04
661675|14-04
661676|14-04
661677|14-04
661678|14-04
661679|14-04
661680|14-04
661681|14-04
661682|14-04
661683|14-04
661684|14-04
661685|14-04
661686|14-04
661687|14-04
661688|14-04
661689|14-04
661690|14-04
661691|14-04
661695|14-04
661696|14-04
661697|14-04
661698|14-04
661699|14-04
661700|14-04
661701|14-04
661702|14-04
661703|14-04
661704|14-04
661705|14-04
661706|14-04
661707|14-04
661708|14-04
661709|14-04
661710|14-04
661711|14-04
661712|14-04
661713|14-04
661714|14-04
661715|14-04
661716|14-04
661717|14-04
661718|14-04
661719|14-04
661720|14-04
661721|14-04
661722|14-04
661723|14-04
661724|14-04
661753|26-04
661754|31-00
661779|26-06
661780|26-06
661781|26-06
661890|09-03
661891|09-03
661892|09-03
661893|09-03
661894|09-03
661895|09-03
661942|15-01
661943|15-01
661944|15-01
661945|09-03
661945|32-00
661946|09-03
661946|32-00
661947|09-03
661947|32-00
661948|09-03
661948|32-00
661949|09-03
661949|32-00
661950|09-03
661950|32-00
661981|10-04
661982|10-04
661983|10-04
661984|10-04
661985|10-04
661986|10-04
661992|15-05
661993|09-07
662122|03-01
662123|03-01
662124|03-01
662137|24-01
662138|31-00
662171|10-04
662634|20-02
662635|13-03
662636|13-03
662637|13-03
662638|13-03
662639|13-03
662640|13-03
662641|13-03
662642|13-03
662643|13-03
662644|13-03
662645|13-03
662646|13-03
662647|03-01
662648|03-01
662649|03-01
662652|08-08
662653|09-01
662867|12-02
662868|12-02
662972|23-04
662973|09-03
662974|23-04
662977|08-08
663106|26-02
663107|26-02
663108|14-03
663109|14-03
663110|14-03
663111|14-03
663118|14-04
663133|12-11
663134|12-11
663135|12-11
663136|12-11
663137|12-11
663138|12-11
663139|12-11
663140|12-11
663141|24-02
663143|14-03
663144|14-03
663145|14-03
663160|24-02
663161|16-06
663162|16-06
663163|16-06
663164|16-06
663167|09-03
663201|14-02
663209|12-16
663210|12-08
663211|12-08
663214|13-02
663215|14-02
663216|14-02
663217|14-02
663218|14-02
663219|14-02
663220|14-02
663221|14-02
663222|14-02
663223|14-02
663224|14-02
663225|14-02
663226|14-02
663227|14-02
663228|14-02
663257|04-02
663260|15-05
663261|15-05
663262|15-05
663263|15-05
663264|15-05
663265|15-05
663266|15-05
663267|15-05
663268|15-05
663269|15-05
663270|15-05
663271|15-05
663272|15-05
663273|15-05
663274|15-05
663284|18-99
663285|15-05
663286|15-05
663287|15-05
663288|15-05
663289|15-05
663290|15-05
663291|15-05
663292|15-05
663293|15-05
663470|15-05
663471|15-05
663472|15-05
663473|15-05
663480|23-04
663522|24-01
663523|24-01
663524|24-01
663525|24-01
663528|24-01
663529|24-01
663530|14-02
663535|15-05
663536|15-05
663537|15-05
663538|15-05
663539|15-05
663540|15-05
663541|15-05
663542|15-05
663543|15-05
663544|15-05
663545|15-05
663546|15-05
663547|15-05
663548|15-05
663566|26-06
663567|26-06
663572|24-02
663586|07-02
663587|07-02
663588|07-02
663589|07-02
663590|07-02
663606|15-07
663607|15-07
663608|15-07
663609|15-07
663610|15-07
663611|15-07
663612|21-01
663613|21-01
663614|21-01
663681|21-01
663682|21-01
663684|14-03
663685|14-03
663686|14-03
663687|14-03
663699|12-08
663699|21-01
663700|12-08
663713|14-02
663714|14-02
663715|14-02
663716|13-03
663752|13-02
663753|13-02
663754|13-02
663755|13-02
663756|13-02
663757|13-02
663758|13-02
663759|13-02
663760|13-02
663761|13-02
663768|14-04
663769|14-04
663770|14-04
663771|14-04
663772|14-04
663773|14-04
663774|14-04
663775|14-04
663776|14-04
663777|14-04
663778|14-04
663779|14-04
663780|14-04
663781|14-04
663782|14-04
663783|14-04
663784|14-04
663791|21-01
663849|14-01
663850|14-01
663853|14-02
663854|14-02
663855|29-02
663862|26-05
663867|15-99
663868|15-99
663869|15-99
663870|15-99
663875|26-05
663876|26-05
663882|14-04
663883|14-04
663888|26-02
663889|15-05
663890|15-05
663892|14-01
663893|14-01
663894|14-01
663895|14-01
663896|21-01
663897|21-01
663898|21-01
663899|21-01
663900|21-01
663901|21-01
663902|21-01
663903|21-01
663904|21-01
663905|21-01
663906|21-01
663907|21-01
663908|21-01
663909|21-01
663910|21-01
663911|21-01
663912|09-07
663938|26-04
663945|08-08
663948|10-02
663953|08-08
663954|08-03
663955|24-01
663956|24-01
663957|24-01
663958|24-01
663959|24-01
663960|24-01
663961|08-08
663989|08-03
664023|14-01
664024|14-01
664025|14-99
664026|01-01
664027|01-01
664028|01-01
664029|01-01
664030|14-02
664033|01-01
664034|26-06
664035|26-06
664036|12-11
664037|12-11
664045|08-03
664051|19-02
664052|19-02
664053|08-08
664054|08-08
664055|20-02
664056|20-02
664057|20-02
664058|20-02
664059|20-02
664060|20-02
664064|09-07
664066|08-08
664067|12-16
664068|12-16
664069|12-16
664070|12-16
664071|09-07
664072|09-07
664073|09-07
664074|15-05
664128|08-08
664134|08-08
664136|14-04
664137|14-04
664138|14-04
664139|14-04
664140|14-04
664141|14-04
664142|14-04
664143|14-04
664144|14-04
664145|14-04
664146|14-04
664147|14-04
664148|14-99
664149|14-99
664150|13-02
664151|13-02
664152|13-03
664153|13-03
664182|24-02
664183|08-08
664184|08-08
664185|08-08
664186|03-01
664187|03-01
664188|19-06
664189|19-06
664190|03-01
664191|03-01
664192|03-01
664203|05-06
664204|05-06
664205|05-06
664206|05-06
664207|05-06
664208|05-06
664209|05-06
664210|05-06
664211|05-06
664212|23-01
664213|23-01
664217|13-03
664218|13-03
664222|14-04
664223|14-04
664224|14-04
664225|14-04
664226|14-04
664227|14-04
664228|14-04
664229|14-04
664230|14-04
664231|14-04
664232|14-04
664233|14-04
664234|14-04
664235|14-04
664252|14-02
664270|08-04
664271|08-04
664272|08-04
664273|08-04
664274|08-04
664275|08-04
664276|08-04
664277|08-04
664278|08-04
664279|08-04
664280|08-04
664281|08-04
664282|08-04
664289|15-09
664290|15-09
664291|15-09
664292|15-09
664293|15-09
664294|15-09
664299|25-02
664299|26-05
664303|14-02
664308|12-03
664309|12-03
664310|12-03
664311|12-03
664312|12-03
664313|12-03
664314|12-03
664315|12-03
664316|14-02
664317|14-02
664318|14-02
664319|12-03
664320|12-03
664321|12-03
664322|12-03
664323|14-04
664324|14-04
664325|14-04
664326|14-04
664327|14-04
664328|14-04
664329|14-04
664330|14-04
664331|12-03
664332|12-03
664333|12-03
664334|12-03
664335|12-03
664336|12-03
664337|12-03
664338|12-03
664339|12-03
664340|12-03
664341|12-03
664342|12-03
664343|14-04
664344|14-04
664345|14-04
664346|14-04
664347|14-04
664348|14-04
664349|14-04
664350|14-04
664351|14-04
664352|14-04
664353|14-04
664354|14-04
664355|14-04
664356|12-03
664357|12-03
664358|12-03
664359|12-03
664360|12-03
664361|12-03
664362|12-03
664363|12-03
664364|12-03
664365|12-03
664366|12-03
664367|12-03
664368|12-03
664369|12-03
664370|12-03
664371|12-03
664372|12-03
664373|12-03
664374|12-03
664375|12-03
664376|12-03
664377|12-03
664378|12-03
664379|12-03
664380|12-03
664381|12-03
664382|12-03
664383|12-03
664384|12-03
664385|12-03
664386|12-03
664387|12-03
664388|12-03
664389|12-03
664390|12-03
664391|12-03
664392|12-03
664393|12-03
664394|12-03
664395|12-03
664396|12-03
664397|12-03
664398|12-03
664402|14-02
664422|14-02
664423|14-02
664425|29-02
664426|29-02
664427|28-02
664470|32-00
664471|32-00
664472|32-00
664473|32-00
664474|32-00
664475|32-00
664476|32-00
664477|32-00
664478|32-00
664479|32-00
664480|32-00
664481|32-00
664482|32-00
664483|32-00
664484|32-00
664485|32-00
664486|32-00
664487|32-00
664488|32-00
664489|32-00
664490|32-00
664491|32-00
664492|32-00
664493|32-00
664494|32-00
664495|32-00
664496|32-00
664497|32-00
664498|32-00
664499|32-00
664500|32-00
664501|32-00
664502|32-00
664503|32-00
664504|32-00
664505|32-00
664506|32-00
664507|32-00
664508|32-00
664509|32-00
664510|32-00
664511|32-00
664512|32-00
664513|32-00
664514|32-00
664515|32-00
664516|32-00
664517|32-00
664518|32-00
664519|32-00
664520|32-00
664521|32-00
664531|14-04
664532|14-04
664533|14-04
664534|14-04
664535|14-04
664536|14-04
664537|14-04
664538|14-04
664539|14-04
664540|14-04
664541|14-04
664542|14-04
664543|14-04
664544|14-04
664545|14-04
664546|14-04
664547|14-04
664548|14-04
664549|14-04
664550|14-04
664551|14-04
664552|14-04
664553|14-04
664554|14-04
664555|14-04
664556|14-04
664557|14-04
664558|14-04
664559|14-04
664560|14-04
664561|14-04
664562|14-04
664563|14-04
664564|14-04
664565|14-04
664566|14-04
664567|14-04
664568|14-04
664569|14-04
664570|14-04
664571|14-04
664572|14-04
664573|14-04
664574|14-04
664575|14-04
664576|14-04
664577|14-04
664578|14-04
664579|14-04
664580|14-04
664581|14-04
664582|14-04
664583|14-04
664584|14-04
664585|14-04
664586|14-04
664587|14-04
664588|14-04
664589|14-04
664590|14-04
664591|14-04
664592|14-04
664593|14-04
664594|14-04
664595|14-04
664596|14-04
664597|14-04
664598|14-04
664599|14-04
664600|14-04
664601|14-04
664602|14-04
664603|14-04
664604|14-04
664605|14-04
664606|14-04
664607|14-04
664608|14-04
664609|14-04
664610|14-04
664611|14-04
664612|14-04
664613|14-04
664614|14-04
664615|14-04
664616|14-04
664617|14-04
664618|14-04
664652|15-04
664653|15-04
664654|15-04
664690|14-01
664708|07-05
664709|07-05
664710|07-05
664749|08-03
664753|24-02
664754|24-02
664755|24-02
664756|24-02
664757|24-02
664758|24-02
664759|24-02
664760|24-02
664761|24-02
664762|24-02
664879|14-04
664880|14-04
664881|14-04
664882|14-04
664883|14-04
664884|14-04
664885|10-04
664908|15-99
664909|15-99
664910|15-99
664929|08-01
664930|08-01
664931|08-01
664932|08-01
664933|08-01
664934|08-01
664935|08-01
664936|08-01
664937|08-01
664964|26-05
664965|26-05
664966|13-02
664967|13-02
664968|01-01
664969|01-01
664972|04-02
664973|04-02
664974|13-02
664975|13-02
664996|23-04
665020|02-03
665021|02-03
665106|14-04
665107|14-04
665108|14-04
665109|14-04
665110|14-04
665111|14-04
665112|14-04
665113|14-04
665114|14-04
665115|14-04
665116|14-04
665117|14-04
665118|14-04
665119|14-04
665120|14-04
665121|14-04
665122|14-04
665135|14-02
665136|02-03
665137|24-01
665138|24-01
665139|24-01
665140|24-01
665144|15-02
665179|24-01
665180|24-01
665181|24-01
665182|24-01
665183|24-01
665184|24-01
665185|24-01
665186|24-01
665187|24-01
665188|24-01
665189|24-01
665190|24-01
665191|24-01
665192|24-01
665193|24-01
665194|24-01
665198|14-04
665296|24-02
665297|24-02
665298|24-02
665299|24-02
665301|24-02
665302|14-01
665302|24-02
665303|24-02
665361|14-03
665362|14-03
665364|15-05
665365|15-05
665366|15-05
665367|24-02
665368|24-02
665369|24-02
665370|24-02
665371|24-02
665372|24-02
665373|24-02
665374|24-02
665375|24-02
665376|24-02
665377|24-02
665378|24-02
665427|24-04
665435|06-10
665436|06-10
665437|06-10
665438|06-10
665470|26-03
665471|26-03
665489|24-04
665493|26-05
665494|14-04
665495|29-02
665496|29-02
665497|29-02
665498|29-02
665499|29-02
665500|24-04
665501|24-04
665506|29-02
665507|29-02
665508|29-02
665509|29-02
665510|29-02
665511|29-02
665512|29-02
665513|29-02
665514|29-02
665515|29-02
665516|29-02
665636|29-02
665654|08-03
665690|15-02
665691|15-02
665692|10-05
665693|10-05
665694|10-05
665695|10-05
665696|10-05
665697|10-05
665698|10-05
665699|10-05
665732|14-04
665733|14-04
665734|14-04
665735|14-04
665798|14-02
665799|14-02
665800|14-02
665801|14-02
665802|14-02
665803|14-02
665804|14-02
665805|14-02
665806|14-02
665807|14-02
665808|14-02
665809|14-02
665810|14-02
665811|14-02
665812|14-02
665813|14-02
665814|14-02
665815|14-02
665816|14-02
665817|14-02
665818|14-02
665819|14-02
665820|14-02
665821|14-02
665822|14-02
665823|14-02
665824|14-02
665825|14-02
665826|14-02
665827|14-02
665828|14-02
665829|14-02
665830|14-02
665831|14-02
665832|14-02
665833|14-02
665834|14-02
665835|14-02
665836|02-03
665837|02-03
665838|02-03
665845|23-02
665846|14-02
665847|14-02
665848|14-02
665849|14-02
665850|14-02
665851|14-02
665860|08-03
665861|08-03
665876|08-03
665878|14-03
665879|14-03
665880|14-03
665906|12-08
665907|31-00
665908|31-00
665916|19-08
665917|19-08
665919|14-04
665920|14-04
665921|14-04
665922|14-04
665923|14-04
665924|14-04
665925|14-04
666013|19-06
666014|19-06
666025|14-03
666033|06-10
666034|06-10
666035|06-10
666036|06-10
666037|06-10
666038|06-10
666039|06-10
666044|12-08
666105|14-04
666106|14-04
666107|14-04
666108|14-04
666109|14-04
666110|14-04
666111|14-04
666112|14-04
666113|14-04
666114|14-04
666115|14-04
666116|14-04
666117|14-04
666118|14-04
666119|14-04
666120|14-02
666121|14-02
666122|14-02
666123|14-02
