Design_id|Locarno_class
900141|09-03
900142|09-03
900143|09-03
900144|32-00
900145|32-00
900146|32-00
900147|32-00
900148|32-00
900149|32-00
900150|32-00
900151|32-00
900152|32-00
900153|32-00
900159|15-05
900160|15-05
900176|14-02
900176|14-04
900177|14-02
900177|14-04
900178|14-02
900178|14-04
900179|14-02
900179|14-04
900180|08-06
900180|12-05
900181|08-06
900181|12-05
900196|08-06
900196|12-05
900206|12-15
900217|12-15
900343|12-16
900344|12-16
900345|12-16
900346|12-16
900347|12-16
900355|26-05
900356|26-05
900358|16-01
900359|03-01
900360|03-01
900361|03-01
900390|12-08
900391|12-08
900392|12-08
900393|12-16
900394|12-16
900395|12-16
900396|24-01
900403|12-15
900404|12-15
900409|26-06
900411|15-99
900416|12-08
900437|26-05
900438|26-05
900439|24-02
900440|12-08
900441|12-16
900456|27-06
900460|09-03
900461|09-03
900462|09-03
900463|09-03
900464|09-03
900465|09-03
900473|12-16
900525|13-03
900526|13-03
900551|12-16
900567|12-08
900568|12-08
900569|12-08
900570|12-08
900579|12-16
900580|12-16
900589|07-02
900590|07-02
900591|07-02
900593|26-06
900594|26-06
900595|26-06
900623|21-01
900648|03-01
900649|03-01
900650|08-07
900651|14-03
900664|12-11
900665|12-11
900682|13-02
900684|12-16
900685|12-16
900686|12-16
900687|12-16
900688|12-16
900689|12-16
900690|12-16
900691|03-01
900692|03-01
900693|03-01
900700|12-08
900706|12-15
900714|12-15
900798|08-07
900799|08-07
900800|08-06
900800|08-07
900801|08-06
900801|08-07
900802|08-07
900803|08-07
900804|08-07
900805|08-06
900805|08-07
900806|08-06
900806|08-07
900807|08-07
900813|07-02
900937|14-03
900962|15-99
900970|15-99
900974|24-01
900975|24-01
900989|02-04
900992|14-03
900993|14-02
900994|14-03
900997|32-00
901011|24-02
901012|24-02
901013|24-02
901014|24-02
901015|24-02
901016|24-02
901017|12-11
901022|26-04
901022|26-05
901023|26-04
901023|26-05
901028|24-01
901028|24-99
901029|24-01
901029|24-99
901030|24-01
901030|24-99
901065|32-00
901078|05-06
901079|05-06
901080|05-06
901149|24-02
901150|24-02
901152|24-01
901153|24-01
901161|14-02
901162|14-02
901163|13-03
901164|13-03
901165|13-03
901166|13-03
901178|15-07
901207|14-04
901221|12-15
901222|32-00
901224|14-04
901285|14-04
901412|08-01
901413|26-06
901414|26-06
901415|26-06
901416|26-06
901483|28-02
901557|13-03
901558|13-03
901559|13-03
901560|13-03
901561|13-03
901562|13-03
901563|13-03
901564|13-03
901565|13-03
901566|13-03
901567|13-03
901568|13-03
901569|13-03
901570|26-06
901595|20-02
901596|20-02
901599|14-03
901600|15-07
901605|08-01
901606|08-01
901607|08-01
901608|08-01
901609|08-01
901610|08-01
901611|08-01
901612|08-01
901613|08-01
901614|08-01
901615|08-01
901653|23-04
901662|14-01
901663|14-01
901664|14-01
901665|14-02
901666|14-02
901734|32-00
901737|12-15
901738|12-15
901739|15-02
901763|14-02
901797|15-05
901864|09-03
901865|09-03
901866|09-03
901867|24-02
901867|29-02
901993|13-02
901994|13-02
902001|14-03
902002|14-03
902003|14-03
902004|15-04
902066|14-02
902112|09-03
902113|09-03
902114|09-03
902115|09-03
902116|09-03
902117|09-03
902118|09-03
902119|09-03
902120|09-03
902121|09-03
902122|09-03
902123|09-03
902124|09-03
902125|09-03
902126|09-03
902127|09-03
902128|09-03
902129|09-03
902130|09-03
902131|09-03
902132|09-03
902133|09-03
902134|09-03
902135|09-03
902136|09-03
902137|09-03
902138|09-03
902139|09-03
902140|09-03
902141|09-03
902142|09-03
902143|09-03
902144|09-03
902145|09-03
902146|09-03
902147|09-03
902166|09-01
902174|15-99
902210|30-04
902211|04-02
902236|09-03
902241|12-07
902294|03-01
902320|24-02
902321|24-02
902322|24-02
902323|24-02
902324|24-02
902325|24-02
902326|24-02
902327|24-02
902408|07-05
902409|07-05
902410|07-05
902469|32-00
902477|24-04
902478|09-03
902479|24-04
902498|04-02
902566|12-15
902568|24-02
902569|24-02
902570|24-02
902571|24-02
902572|24-02
902573|12-15
902574|14-04
902575|14-04
902576|14-04
902577|14-04
902578|14-04
902579|14-04
902580|14-04
902581|14-04
902582|14-04
902583|14-04
902584|14-04
902585|14-04
902586|14-04
902587|14-04
902591|12-15
902600|23-02
902601|23-02
902602|23-02
902603|23-02
902604|23-02
902605|23-02
902606|23-02
902607|23-02
902608|23-02
902609|23-02
902610|23-02
902611|23-02
902612|23-02
902613|23-02
902614|23-02
902615|23-02
902616|23-02
902617|23-02
902618|23-02
902619|23-02
902620|23-02
902621|23-02
902622|23-02
902623|23-02
902624|23-02
902625|23-02
902626|23-02
902627|23-02
902628|23-02
902629|23-02
902630|23-02
902631|23-02
902632|23-02
902633|23-02
902634|23-02
902635|23-02
902636|23-02
902637|23-02
902638|23-02
902639|25-03
902651|13-03
902652|13-03
902653|13-03
902654|13-03
902655|13-03
902656|13-03
902657|13-03
902658|13-03
902685|10-05
902686|10-05
902687|16-06
902693|14-02
902694|14-02
902700|23-01
902701|23-01
902702|23-01
902703|23-01
902725|15-06
902728|32-00
902729|32-00
902730|32-00
902738|32-00
902742|07-01
902743|07-04
902744|12-15
902771|32-00
902772|32-00
902773|32-00
902774|32-00
902775|32-00
902776|32-00
902800|02-04
902846|23-01
902847|23-01
902848|23-01
902867|13-03
902882|13-03
902883|13-03
902884|13-03
902947|08-05
902970|24-01
902987|28-03
902995|08-03
902996|08-03
902997|07-06
903001|32-00
903002|32-00
903003|32-00
903004|32-00
903005|32-00
903006|32-00
903007|32-00
903008|32-00
903009|32-00
903016|14-04
903017|14-04
903018|14-04
903019|14-04
903020|14-04
903021|14-04
903022|14-04
903023|14-04
903024|14-04
903025|14-04
903026|14-04
903027|14-04
903028|14-04
903029|14-04
903030|14-04
903031|14-04
903032|14-04
903033|14-04
903034|14-04
903035|14-04
903036|14-04
903037|14-04
903038|14-04
903039|14-04
903040|14-04
903041|14-04
903042|14-04
903043|14-04
903044|14-04
903045|14-04
903046|14-04
903047|14-04
903048|14-04
903049|14-04
903050|14-04
903051|14-04
903052|14-04
903053|14-04
903060|14-04
903061|14-04
903062|14-04
903063|14-04
903064|14-04
903065|14-04
903066|14-04
903067|14-04
903068|14-04
903069|14-04
903070|14-04
903071|14-04
903072|14-04
903073|14-04
903074|14-04
903078|31-00
903087|24-02
903088|24-02
903140|08-07
903141|08-07
903142|08-07
903166|14-04
903191|07-02
903192|07-02
903193|07-02
903194|07-02
903195|07-02
903196|12-11
903201|14-03
903202|14-03
903204|14-03
903214|18-03
903215|18-03
903265|23-03
903266|23-03
903267|23-03
903268|23-03
903283|19-08
903284|19-08
903285|19-08
903286|19-08
903287|19-08
903288|19-08
903289|19-08
903290|19-08
903297|20-01
903298|20-01
903353|12-16
903354|24-02
903360|08-01
903365|16-06
903366|16-06
903377|09-01
903378|09-01
903379|19-06
903380|19-06
903381|19-06
903382|19-06
903383|19-06
903384|19-06
903385|19-06
903386|19-06
903387|19-06
903398|08-05
903399|08-05
903400|08-01
903401|32-00
903402|32-00
903406|08-05
903407|32-00
903410|08-05
903412|32-00
903417|32-00
903422|32-00
903423|12-16
903424|12-16
903425|32-00
903426|26-06
903427|26-06
903428|26-06
903429|26-06
903430|18-03
903431|18-03
903436|32-00
903437|12-16
903441|07-05
903442|07-05
903443|16-06
903444|16-05
903445|16-01
903446|05-06
903447|05-06
903448|05-06
903456|32-00
903457|09-03
903458|09-03
903460|12-08
903461|12-16
903462|12-16
903463|12-16
903464|12-16
903465|14-03
903466|14-03
903467|14-03
903468|14-03
903469|14-03
903470|14-03
903471|14-03
903472|14-03
903473|14-03
903474|14-03
903475|14-03
903476|14-03
903477|14-03
903478|23-01
903493|14-03
903494|14-03
903513|16-06
903592|15-07
903593|15-07
903639|07-02
903648|16-01
903649|16-01
903650|16-01
903651|16-01
903652|03-01
903653|03-01
903654|03-01
903770|07-02
903771|16-02
903772|16-02
903773|16-02
903842|21-01
903843|21-01
903853|13-02
903869|12-15
903883|24-02
903890|14-03
903892|14-02
903895|14-02
903925|10-04
903926|10-04
903927|10-04
903929|14-03
903930|14-03
903931|14-03
903941|15-05
903945|28-01
903946|28-01
903963|07-02
903975|24-02
904005|14-01
904006|14-01
904007|14-01
904008|14-01
904009|14-01
904029|08-08
904030|08-08
904113|24-01
904117|24-01
904122|03-01
904123|03-01
904124|03-01
904125|03-01
904126|03-01
904127|03-01
904135|21-01
904136|21-01
904137|21-01
904259|24-02
904260|24-02
904261|24-02
904262|24-02
904322|03-01
904323|03-01
904324|03-01
904325|03-01
904326|03-01
904327|03-01
904328|03-01
904329|03-01
904330|03-01
904331|03-01
904332|03-01
904333|03-01
904434|14-02
904435|24-02
904498|09-01
904531|19-02
904532|12-02
904533|12-02
904534|07-02
904535|07-02
904550|32-00
904551|14-03
904552|14-03
904581|28-03
904621|15-05
904622|15-05
904623|15-05
904624|15-05
904654|26-05
904660|17-01
904661|17-01
904677|12-05
904678|12-05
904679|12-16
904702|08-01
904708|08-01
904731|08-01
904739|24-02
904740|24-02
904741|12-16
904750|14-03
904751|14-03
904752|14-03
904753|24-02
904754|24-02
904755|24-02
904756|24-02
904757|24-02
904758|24-02
904759|08-06
904765|13-03
904776|16-06
904782|14-01
904782|14-02
904808|15-05
904809|15-05
904810|15-05
904811|15-05
904812|15-05
904813|15-05
904814|15-05
904815|15-05
904816|15-05
904817|15-05
904818|15-05
904819|15-05
904820|09-07
904852|09-03
904852|27-06
904855|31-00
904856|16-06
904857|16-06
904858|16-06
904859|16-06
904884|08-05
904885|08-05
904895|08-05
904930|24-02
904931|24-02
904948|24-02
904949|24-02
904979|14-02
904980|14-02
904981|14-02
904982|14-02
904983|14-02
904984|14-99
904985|14-02
904986|14-02
904987|14-99
904988|14-02
904989|14-02
904990|14-02
904991|14-02
904992|14-02
904993|14-02
904994|14-04
904995|14-04
905001|07-02
905002|07-02
905003|07-02
905015|07-02
905016|07-02
905017|07-02
905018|09-03
905019|09-03
905020|09-03
905021|09-03
905022|09-03
905023|09-03
905024|09-03
905025|09-03
905026|09-03
905027|09-03
905028|09-03
905029|09-03
905030|09-03
905031|09-03
905032|09-03
905033|09-03
905048|15-01
905175|12-05
905178|06-06
905179|06-06
905180|06-06
905181|06-06
905182|06-06
905210|12-08
905274|12-15
905280|12-15
905287|23-04
905296|14-03
905297|14-99
905298|14-99
905299|14-99
905300|14-99
905301|14-99
905302|14-99
905303|14-99
905304|14-99
905305|14-99
905306|14-99
905307|14-99
905308|03-01
905327|15-05
905328|15-05
905334|07-02
905369|14-02
905370|14-02
905371|14-02
905372|14-02
905377|24-99
905378|24-99
905386|24-99
905387|24-99
905423|14-04
905424|14-04
905426|14-01
905427|14-01
905428|14-02
905469|12-08
905471|26-06
905475|23-02
905476|14-03
905484|26-06
905491|14-03
905497|32-00
905499|14-01
905501|26-06
905505|07-02
905506|07-02
905507|07-02
905508|14-04
905509|14-04
905510|14-04
905511|14-04
905512|14-04
905513|14-04
905514|14-04
905515|14-04
905516|14-04
905517|14-04
905518|14-04
905519|14-04
905520|14-04
905521|14-04
905522|14-04
905523|14-04
905524|14-04
905525|14-04
905533|26-06
905535|14-03
905536|14-03
905540|31-00
905552|24-02
905553|24-02
905613|09-07
905614|09-07
905615|09-07
905616|09-07
905637|13-01
905645|32-00
905647|07-05
905648|07-05
905670|14-02
905688|26-04
905701|12-08
905702|12-08
905703|12-08
905704|12-16
905705|12-16
905706|12-16
905707|12-16
905725|14-01
905737|08-05
905763|08-05
905764|08-05
905787|14-03
905788|14-03
905819|28-99
905820|28-99
905821|28-99
905822|28-99
905829|13-03
905830|13-03
905831|13-03
905832|13-03
905833|13-03
905834|13-03
905835|13-03
905836|13-03
905895|09-03
905921|31-00
905922|31-00
905923|31-00
905924|31-00
905925|31-00
905926|31-00
905927|31-00
905928|31-00
905929|31-00
905930|31-00
905931|31-00
905932|31-00
905933|31-00
905953|14-03
905974|26-04
905989|09-03
905990|09-03
906003|14-02
906012|12-16
906013|12-16
906017|09-03
906018|09-03
906019|12-16
906020|12-16
906021|12-16
906022|12-08
906023|10-05
906024|10-05
906060|24-02
906065|07-02
906091|08-03
906123|16-06
906124|16-06
906125|16-06
906126|16-06
906143|24-02
906144|24-02
906145|24-02
906146|24-02
906147|24-02
906153|07-05
906154|07-05
906155|07-05
906156|07-05
906157|07-05
906158|07-05
906159|07-05
906160|07-05
906161|07-05
906162|07-05
906163|07-05
906164|07-05
906165|07-05
906166|07-05
906167|07-05
906168|07-05
906169|07-05
906170|07-05
906171|07-05
906172|07-05
906173|07-05
906174|07-05
906175|07-05
906176|07-05
906177|07-05
906178|07-05
906179|07-05
906180|07-05
906209|20-01
906210|20-01
906211|20-01
906222|14-99
906283|07-02
906284|07-02
906297|13-03
906298|13-03
906315|07-05
906316|07-05
906317|07-05
906318|07-05
906319|12-15
906452|21-01
906454|21-02
906455|16-06
906455|21-02
906470|11-01
906471|11-01
906472|11-01
906473|11-01
906474|11-01
906475|11-01
906476|11-01
906477|11-01
906478|11-01
906479|11-01
906480|11-01
906481|11-01
906482|11-01
906483|11-01
906484|11-01
906485|11-01
906486|11-01
906487|11-01
906488|11-01
906490|09-03
906569|14-01
906569|14-02
906569|14-03
906569|14-99
906591|19-08
906591|32-00
906592|19-08
906592|32-00
906593|19-08
906593|32-00
906594|19-08
906594|32-00
906621|28-03
906636|12-15
906637|12-15
906646|12-15
906647|12-15
906658|12-15
906659|12-15
906674|14-04
906679|12-08
906680|12-16
906681|12-16
906682|12-16
906683|12-16
906684|12-16
906685|12-16
906716|15-09
906717|15-09
906718|15-09
906719|15-09
906720|15-09
906721|15-09
906722|15-09
906765|12-08
906766|12-08
906767|12-08
906768|12-08
906769|12-08
906770|12-08
906771|12-08
906773|14-03
906774|14-03
906775|14-03
906776|21-01
906786|12-16
906791|13-03
906802|12-16
906803|12-16
906804|12-16
906811|12-08
906813|12-11
906864|12-16
906865|12-16
906867|16-01
906888|12-15
906889|12-15
906905|08-07
906906|08-07
906907|08-07
906910|14-01
906914|12-08
906915|12-08
906916|12-08
906917|12-08
906918|12-08
906925|14-04
906926|14-04
906927|14-04
906928|14-04
906929|14-04
906931|07-02
906941|12-13
906941|22-01
906945|14-03
906946|14-03
906947|12-15
906949|13-03
906950|13-03
906961|14-01
906961|14-99
906962|14-01
906962|14-99
906970|31-00
906971|23-01
906972|23-01
906988|26-03
907000|14-03
907001|14-03
907002|14-03
907003|14-03
907004|14-03
907005|14-03
907006|14-03
907007|14-03
907008|14-03
907009|14-03
907028|14-03
907029|14-02
907030|14-02
907031|14-02
907037|25-01
907038|25-01
907039|25-01
907040|25-01
907041|25-01
907042|25-01
907043|25-01
907044|25-01
907045|25-01
907046|25-01
907047|25-01
907048|25-01
907049|25-01
907050|25-01
907051|25-01
907052|25-01
907099|27-01
907100|27-01
907101|27-01
907102|27-01
907103|27-01
907104|27-01
907105|27-01
907106|27-01
907107|26-04
907113|14-04
907114|14-04
907115|14-04
907116|14-04
907117|14-04
907118|14-04
907151|27-02
907152|27-02
907153|27-02
907206|27-01
907207|27-01
907208|27-01
907209|27-01
907210|27-01
907211|27-01
907212|27-01
907213|27-01
907214|27-01
907215|27-01
907235|07-02
907236|26-05
907237|26-05
907238|13-02
907239|13-02
907288|28-99
907315|14-03
907316|14-03
907317|14-03
907318|14-03
907319|14-03
907320|14-03
907321|14-03
907322|14-03
907323|14-03
907324|14-03
907325|14-03
907326|14-03
907327|14-03
907328|14-03
907329|14-03
907330|14-03
907331|08-04
907332|08-04
907333|08-04
907334|08-04
907335|08-04
907336|08-04
907337|08-04
907377|15-02
907384|23-02
907385|23-02
907386|23-02
907387|23-02
907388|23-02
907389|23-02
907390|23-02
907391|23-02
907402|23-04
907403|23-04
907408|12-15
907409|12-15
907410|12-15
907411|12-15
907412|12-15
907413|12-15
907414|12-15
907415|12-15
907416|12-15
907417|12-15
907418|12-15
907419|12-15
907420|12-15
907421|12-15
907422|12-15
907423|12-15
907424|12-15
907425|12-15
907426|12-15
907427|12-15
907428|12-15
907429|12-15
907430|12-15
907457|14-04
907458|14-04
907459|14-04
907460|14-04
907461|14-04
907462|14-04
907463|14-04
907486|10-07
907487|10-07
907488|10-07
907489|10-07
907505|15-05
907506|15-05
907507|15-05
907508|15-05
907509|15-05
907510|15-05
907511|15-05
907512|15-05
907513|15-05
907514|15-05
907515|15-05
907516|15-05
907527|12-08
907527|21-01
907537|12-16
907538|12-16
907539|12-16
907540|12-16
907541|12-16
907555|12-08
907555|21-01
907569|14-02
907585|14-04
907586|14-04
907587|14-04
907588|14-04
907589|14-04
907590|14-04
907591|14-04
907592|14-04
907593|14-04
907594|14-04
907595|14-04
907596|14-04
907598|14-03
907599|14-03
907600|14-03
907601|14-03
907602|14-03
907698|07-05
907699|07-05
907700|07-05
907701|07-05
907709|12-15
907709|32-00
907725|31-00
907726|31-00
907729|01-01
907730|01-01
907731|01-01
907732|01-01
907733|01-01
907734|01-01
907755|01-01
907756|01-01
907757|01-01
907758|01-01
907759|01-01
907760|01-01
907761|01-01
907762|01-01
907763|01-01
907764|01-01
907765|01-01
907766|01-01
907767|01-01
907768|01-01
907769|01-01
907770|01-01
907771|01-01
907772|01-01
907773|01-01
907774|01-01
907797|23-03
907798|23-03
907799|23-03
907803|06-01
907804|06-01
907807|15-05
907808|15-05
907809|15-05
907810|15-05
907830|28-03
907831|28-03
907832|28-03
907841|12-15
907853|26-04
907854|26-04
907881|16-01
907882|26-02
907883|12-08
907884|12-08
907894|14-03
907895|14-03
907896|14-03
907897|14-03
907898|14-03
907899|14-03
907900|14-03
907901|14-03
907905|12-15
907906|12-15
907907|12-15
907908|12-15
907944|11-01
907945|15-02
907947|07-04
907948|07-04
907949|07-04
907971|14-01
907972|14-01
907973|14-01
907974|14-01
907975|14-01
907976|14-01
907993|16-02
907997|07-02
907998|07-02
907999|07-02
908002|12-15
908006|19-04
908006|19-08
908007|19-04
908007|19-08
908010|12-15
908021|12-15
908032|14-01
908033|14-01
908034|14-01
908042|10-05
908063|32-00
908065|24-02
908107|16-01
908114|13-02
908128|07-01
908128|07-02
908129|07-02
908130|07-01
908131|07-01
908132|07-01
908133|07-01
908134|07-01
908135|07-01
908136|07-01
908137|07-01
908138|07-01
908139|07-01
908140|07-01
908141|07-01
908142|07-01
908143|07-01
908144|07-01
908145|23-04
908146|23-04
908160|09-01
908169|23-04
908170|23-04
908171|23-04
908172|23-04
908175|12-08
908176|12-16
908177|12-16
908179|09-01
908191|13-03
908192|13-03
908193|13-03
908194|13-03
908195|13-03
908196|13-03
908197|23-02
908198|23-02
908212|14-03
908213|32-00
908214|32-00
908215|32-00
908216|32-00
908217|32-00
908218|32-00
908219|32-00
908220|32-00
908246|18-02
908252|14-04
908253|14-04
908254|14-04
908255|14-04
908256|14-04
908257|14-04
908258|14-04
908259|14-04
908271|09-03
908300|12-15
908301|12-16
908302|12-16
908303|12-16
908304|12-16
908305|12-16
908306|12-16
908307|12-16
908308|12-16
908309|12-16
908310|12-16
908311|12-16
908312|12-16
908316|14-04
908317|14-04
908318|14-04
908319|14-04
908320|14-04
908328|14-03
908329|14-03
908398|31-00
908399|31-00
908418|15-05
908467|14-02
908490|05-04
908491|05-04
908492|05-04
908493|05-04
908494|05-04
908495|05-04
908496|05-04
908497|05-04
908498|05-04
908499|05-04
908500|05-04
908507|14-02
908512|13-03
908525|13-03
908536|13-03
908537|16-01
908538|16-01
908539|16-01
908540|16-01
908541|16-01
908542|13-03
908543|13-03
908544|13-03
908547|13-03
908550|13-03
908551|13-03
908552|13-03
908553|13-03
908554|13-03
908645|28-03
908683|12-16
908694|06-01
908695|06-01
908696|06-01
908699|14-04
908700|14-04
908701|14-04
908702|14-04
908703|14-04
908704|14-04
908705|14-04
908706|14-04
908707|14-04
908708|14-04
908709|14-04
908710|14-04
908713|12-15
908714|12-15
908715|12-15
908716|12-15
908782|06-06
908838|12-05
908890|12-08
908980|12-15
908981|10-05
908982|10-05
908983|10-05
908984|10-05
908985|10-05
908987|12-15
908988|12-15
909071|14-01
909072|14-01
909073|14-01
909079|14-03
909086|13-99
909087|13-99
909088|13-99
909089|13-99
909090|13-99
909091|13-99
909092|13-99
909093|13-99
909132|32-00
909133|32-00
909134|32-00
909135|32-00
909136|32-00
909137|32-00
909138|32-00
909139|32-00
909140|32-00
909141|02-04
909141|24-04
909144|14-03
909184|15-02
909185|15-02
909213|07-01
909256|14-03
909257|14-03
909267|14-99
909268|14-01
909314|13-01
909315|13-01
909329|14-02
909329|14-03
909330|14-02
909330|14-03
909331|13-02
909356|07-01
909382|07-02
909424|12-16
909425|12-16
909426|12-16
909427|12-16
909436|24-01
909442|07-02
909443|07-02
909444|07-02
909460|31-00
909499|13-02
909500|13-02
909501|13-02
909546|12-16
909547|12-16
909548|12-16
909549|12-16
909550|12-16
909551|15-07
909552|15-07
909553|15-07
909554|15-07
909555|15-07
909556|15-07
909557|15-07
909558|15-07
909559|15-07
909560|15-07
909561|15-07
909562|15-07
909563|15-07
909564|15-07
909565|15-07
909566|15-07
909567|15-07
909568|15-07
909569|15-07
909570|15-07
909571|15-07
909572|15-07
909573|15-07
909574|15-07
909575|15-07
909577|06-01
909595|16-01
909596|16-01
909610|12-15
909622|07-02
909623|07-02
909624|07-02
909625|07-02
909629|28-03
909630|28-03
909631|28-03
909632|28-03
909633|28-03
909637|12-15
909656|08-07
909657|08-03
909658|08-03
909659|08-03
909660|08-03
909661|08-03
909662|08-03
909663|08-03
909664|08-03
909665|08-03
909666|08-03
909667|08-03
909668|08-03
909669|08-03
909670|08-03
909676|14-02
909677|14-02
909718|14-01
909720|13-02
909740|15-05
909741|15-05
909742|15-05
909743|15-05
909744|15-05
909745|15-05
909746|15-05
909747|15-05
909748|15-05
909749|15-05
909802|09-01
909803|09-01
909804|09-01
909805|09-01
909806|09-01
909807|09-01
909808|09-01
909809|09-01
909810|09-01
909811|09-01
909812|09-01
909880|15-02
909898|13-02
909899|06-01
909921|32-00
909922|32-00
909923|32-00
909924|32-00
909925|32-00
909926|32-00
909927|32-00
909928|32-00
909929|32-00
909930|32-00
909931|32-00
909932|32-00
909933|32-00
909934|32-00
909935|32-00
909936|32-00
909940|32-00
909941|32-00
909942|32-00
909943|32-00
909944|32-00
909945|32-00
909946|32-00
909947|32-00
909948|32-00
909989|07-04
909995|24-02
910020|14-02
910020|14-03
910021|14-03
910022|14-03
910034|07-02
910043|12-08
910044|12-16
910045|12-16
910052|15-99
910053|15-99
910058|12-16
910059|12-16
910061|12-03
910067|24-01
910076|19-02
910077|19-02
910078|19-02
910118|10-04
910119|10-04
910159|10-01
910160|10-01
910161|10-01
910162|10-01
910163|07-01
910164|07-01
910165|07-01
910166|07-01
910167|07-01
910168|07-01
910169|14-03
910170|14-03
910171|14-03
910172|14-03
910173|14-03
910174|14-03
910175|14-03
910176|14-03
910177|14-03
910178|14-03
910179|14-03
910180|14-03
910183|10-06
910184|16-06
910185|12-06
910212|26-03
910212|26-04
910212|26-05
910213|26-03
910213|26-04
910213|26-05
910214|26-03
910214|26-04
910214|26-05
910215|26-03
910215|26-04
910215|26-05
910223|09-02
910224|09-02
910228|26-04
910229|26-04
910230|26-04
910231|26-04
910232|26-04
910233|26-04
910234|26-04
910235|26-04
910236|26-04
910237|26-04
910244|26-04
910245|26-04
910246|26-04
910247|26-04
910248|26-04
910249|26-04
910250|26-04
910251|26-04
910252|26-04
910253|26-04
910259|26-04
910260|26-04
910261|26-04
910262|26-04
910263|26-04
910310|10-05
910311|10-05
910312|10-05
910313|10-05
910314|10-05
910315|10-05
910316|10-05
910317|10-05
910318|10-05
910332|12-15
910333|12-15
910334|12-15
910335|12-15
910344|23-01
910345|23-01
910346|32-00
910347|32-00
910350|16-06
910351|16-06
910352|16-06
910353|16-06
910354|14-04
910376|13-03
910377|13-03
910378|13-03
910413|14-02
910414|24-02
910415|24-02
910416|24-02
910469|28-02
910477|23-01
910479|23-01
910482|12-15
910487|23-01
910492|12-15
910526|08-08
910527|08-08
910528|08-08
910529|08-08
910530|09-03
910531|09-03
910532|09-03
910533|09-03
910599|09-07
910622|26-04
910623|14-03
910625|09-01
910693|14-02
910701|14-03
910709|24-02
910710|24-02
910711|24-02
910712|24-02
910713|24-02
910714|24-02
910715|24-02
910716|24-02
910771|23-01
910772|23-01
910773|23-01
910780|06-01
910781|06-01
910782|12-11
910977|08-07
911009|32-00
911010|32-00
911011|02-02
911034|23-01
911047|14-01
911048|14-01
911050|03-01
911108|03-01
911112|12-16
911113|12-16
911114|03-01
911142|14-01
911143|14-01
911144|14-01
911145|14-01
911146|14-01
911147|14-01
911148|09-03
911149|09-03
911150|09-03
911151|09-03
911152|09-03
911154|18-02
911155|18-02
911156|18-02
911212|14-02
911213|14-02
911214|14-02
911215|14-02
911216|14-02
911217|14-02
911218|14-02
911219|14-02
911220|14-02
911221|14-02
911222|14-02
911223|14-02
911227|26-05
911234|09-07
911245|23-01
911246|23-01
911247|23-01
911260|16-01
911313|23-01
911317|24-01
911318|24-01
911319|24-01
911320|24-01
911323|15-05
911324|15-05
911325|15-05
911326|15-05
911327|15-05
911328|15-05
911329|15-05
911330|15-05
911331|15-05
911332|15-05
911333|15-05
911334|15-05
911335|15-05
911336|15-05
911337|15-05
911338|15-05
911339|15-05
911340|15-05
911341|15-05
911342|15-05
911343|15-05
911392|21-01
911393|21-01
911394|21-01
911408|31-00
911409|07-02
911410|07-02
911411|07-02
911412|07-02
911413|07-02
911414|07-02
911415|07-02
911416|07-02
911417|10-04
911418|10-04
911419|10-04
911420|10-04
911452|08-01
911453|08-01
911455|26-05
911456|26-05
911457|26-05
911484|15-99
911485|26-99
911486|26-99
911487|26-99
911497|07-02
911498|07-02
911499|07-02
911500|07-02
911501|07-02
911502|16-01
911532|14-02
911533|14-02
911534|14-02
911535|14-02
911536|14-02
911537|14-02
911538|14-02
911539|14-02
911540|14-02
911541|14-02
911553|06-01
911554|06-01
911556|25-02
911557|25-02
911558|25-02
911559|14-99
911567|14-99
911569|10-05
911570|10-05
911571|10-05
911572|10-05
911575|14-99
911611|13-02
911612|14-02
911613|14-02
911614|14-02
911615|14-02
911616|14-02
911624|14-04
911625|14-04
911626|14-04
911627|14-04
911628|14-04
911634|03-01
911635|03-01
911636|03-01
911637|03-01
911638|03-01
911639|03-01
911640|03-01
911641|03-01
911642|03-01
911643|03-01
911644|03-01
911645|03-01
911646|03-01
911647|03-01
911648|03-01
911649|03-01
911650|03-01
911651|03-01
911652|03-01
911668|06-01
911669|31-00
911670|31-00
911671|31-00
911672|31-00
911673|31-00
911674|31-00
911675|31-00
911676|31-00
911690|24-01
911730|03-01
911731|03-01
911732|03-01
911733|03-01
911734|03-01
911735|03-01
911736|03-01
911737|03-01
911738|03-01
911769|08-07
911770|08-07
911771|08-07
911772|08-07
911773|08-07
911774|08-07
911775|08-08
911778|08-05
911779|08-05
911780|08-05
911781|10-04
911782|10-04
911783|10-04
911791|20-02
911820|15-05
911821|15-05
911822|15-05
911823|15-05
911824|15-05
911825|15-05
911826|15-05
911827|15-05
911828|15-05
911829|15-05
911830|15-05
911831|15-05
911832|15-05
911833|15-05
911834|15-05
911835|15-05
911836|15-05
911837|15-05
911839|03-01
911847|26-06
911848|26-06
911849|26-06
911850|26-06
911851|26-06
911852|26-06
911853|26-06
911854|26-06
911855|26-06
911856|26-06
911857|26-06
911858|26-06
911859|14-04
911870|14-04
911875|12-08
911876|09-01
911942|09-01
911950|24-04
911951|24-04
911956|14-03
911957|14-03
911958|14-03
911959|14-03
911960|14-03
911961|14-03
911962|14-03
911963|14-03
911964|14-03
911965|14-03
911966|14-03
911967|14-03
911968|14-03
911969|14-03
911970|14-03
911971|14-03
911972|14-03
911973|14-03
911974|14-03
911975|14-03
911977|09-07
